NCT Number,Phases_NCT,PMID
NCT02556203,Phase 3,27892890
NCT01720108,Phase 3,29466159
NCT01839357,Phase 3,25819852
NCT01674647,Phase 3,25182247
NCT02234843,Phase 3,33351120
NCT02234843,Phase 3,33002131
NCT02234843,Phase 3,31699660
NCT02234843,Phase 3,30598642
NCT02234843,Phase 3,31420317
NCT02309411,Phase 2,31420317
NCT01629381,Phase 2,27075710
NCT02504216,Phase 3,33138628
NCT02504216,Phase 3,32222135
NCT02504216,Phase 3,29754671
NCT00494871,Phase 3,23229461
NCT00494871,Phase 3,22664783
NCT02128841,Phase 2,31837559
NCT02833948,Phase 3,31733182
NCT04263038,Phase 4,33444199
NCT03775746,Phase 4,31872349
NCT02387229,Phase 3,31376908
NCT02642419,Phase 4,31475793
NCT03273322,Phase 2|Phase 3,32674675
NCT01812200,Phase 4,25211369
NCT00403767,Phase 3,32323192
NCT00403767,Phase 3,31376090
NCT00403767,Phase 3,30219887
NCT00403767,Phase 3,28615214
NCT00403767,Phase 3,28433206
NCT00403767,Phase 3,27358435
NCT00403767,Phase 3,26955859
NCT00403767,Phase 3,26888572
NCT00403767,Phase 3,26673560
NCT00403767,Phase 3,25749644
NCT00403767,Phase 3,25736441
NCT00403767,Phase 3,24552831
NCT00403767,Phase 3,24315894
NCT00403767,Phase 3,23778903
NCT00403767,Phase 3,23723250
NCT00403767,Phase 3,23525418
NCT00403767,Phase 3,23500298
NCT00403767,Phase 3,23212720
NCT00403767,Phase 3,22402056
NCT00403767,Phase 3,21830957
NCT00403767,Phase 3,30371223
NCT00403767,Phase 3,29898836
NCT00403767,Phase 3,28477860
NCT00403767,Phase 3,28264892
NCT00403767,Phase 3,26386791
NCT00403767,Phase 3,24668660
NCT00403767,Phase 3,20211293
NCT00809965,Phase 3,29976285
NCT00809965,Phase 3,23602776
NCT00809965,Phase 3,23500262
NCT00809965,Phase 3,22077192
NCT00809965,Phase 3,25318481
NCT00809965,Phase 3,21570509
NCT01400646,Phase 1,25475601
NCT02555878,Phase 3,32663379
NCT02555878,Phase 3,30786186
NCT02555878,Phase 3,28933799
NCT02555878,Phase 3,33337539
NCT02293395,Phase 2,31141104
NCT02293395,Phase 2,28325638
NCT02293395,Phase 2,26995378
NCT01877915,Phase 3,32171760
NCT01877915,Phase 3,31461239
NCT01877915,Phase 3,31017637
NCT01877915,Phase 3,30146935
NCT02111564,Phase 3,32586587
NCT02111564,Phase 3,30145946
NCT02111564,Phase 3,31975354
NCT02220725,Phase 3,26559317
NCT01729871,Phase 3,25975659
NCT01830543,Phase 3,31707805
NCT01830543,Phase 3,30704287
NCT01830543,Phase 3,29943350
NCT01830543,Phase 3,29550085
NCT01830543,Phase 3,27959713
NCT01830543,Phase 3,27881555
NCT01830543,Phase 3,25819853
NCT01830543,Phase 3,30015064
NCT02716038,Phase 2,33209626
NCT02921269,Phase 2,33004542
NCT01035255,Phase 3,32021227
NCT01035255,Phase 3,29617523
NCT01035255,Phase 3,28784687
NCT01035255,Phase 3,27908347
NCT01035255,Phase 3,27842179
NCT01035255,Phase 3,27143684
NCT01035255,Phase 3,26915374
NCT01035255,Phase 3,26022006
NCT01035255,Phase 3,25176015
NCT01035255,Phase 3,23563576
NCT01035255,Phase 3,27895026
NCT01035255,Phase 3,26231885
NCT01035255,Phase 3,25416329
NCT01692301,Phase 2,24496699
NCT03832660,Phase 2,32125709
NCT00729664,Phase 1,22658128
NCT00887588,Phase 2,26754625
NCT00887588,Phase 2,25277997
NCT00887588,Phase 2,24184245
NCT00887588,Phase 2,22932717
NCT00549770,Phase 2,20236700
NCT01920711,Phase 3,33727901
NCT01920711,Phase 3,31726194
NCT01920711,Phase 3,31475794
NCT01920711,Phase 3,29980595
NCT01920711,Phase 3,28662936
NCT02108652,Phase 2,29489427
NCT02302807,Phase 3,29562804
NCT01903993,Phase 2,28761384
NCT04330638,Phase 3,32493441
NCT02164864,Phase 3,32562206
NCT02164864,Phase 3,32389658
NCT02164864,Phase 3,32252548
NCT02164864,Phase 3,31439336
NCT02164864,Phase 3,28844193
NCT02164864,Phase 3,30015064
NCT02406677,Phase 4,31721978
NCT02031471,Phase 3,30649524
NCT02031471,Phase 3,29244149
NCT03350633,Phase 2|Phase 3,32333897
NCT01297699,Phase 3,30480323
NCT02682823,Phase 4,31043095
NCT04317092,Phase 2,33087150
NCT04317092,Phase 2,33043164
NCT04317092,Phase 2,33031955
NCT04315480,Phase 2,33307107
NCT01450137,Phase 2,29961816
NCT01450137,Phase 2,26952547
NCT01713842,Phase 2,33301930
NCT01713842,Phase 2,30877202
NCT01713842,Phase 2,26929219
NCT01768572,Phase 3,33164349
NCT01768572,Phase 3,30590833
NCT01768572,Phase 3,32453485
NCT01256736,Phase 3,32508063
NCT04104607,Phase 1,33067297
NCT01120366,Phase 4,31106666
NCT01120366,Phase 4,29853455
NCT01120366,Phase 4,26733110
NCT02573012,Phase 4,32711802
NCT01717170,Phase 1|Phase 2,33042579
NCT00144599,Phase 3,24786929
NCT00144599,Phase 3,24634205
NCT02404558,Phase 1,32453485
NCT02097524,Phase 1,32726514
NCT02097524,Phase 1,32453485
NCT02097524,Phase 1,30590833
NCT01000441,Phase 4,31413865
NCT01000441,Phase 4,29884223
NCT01717859,Phase 4,32803573
NCT01717859,Phase 4,32025629
NCT00144612,Phase 3,24786929
NCT00144612,Phase 3,24634205
NCT03863015,Phase 2,33081828
NCT01637532,Phase 1|Phase 2,26216383
NCT02843789,Phase 4,32993784
NCT01910038,Phase 2,30054122
NCT04356937,Phase 3,33085857
NCT01782235,Phase 2|Phase 3,33208345
NCT02101333,Phase 3,32943098
NCT01211834,Phase 3,32508063
NCT01242488,Phase 2,24641941
NCT01491074,Phase 2,30258647
NCT01491074,Phase 2,29961572
NCT02466581,Phase 4,28376912
NCT03606876,Phase 1,33569002
NCT03867617,Phase 1|Phase 2,33585521
NCT03004703,Phase 2,31673391
NCT01951170,Phase 3,29849651
NCT01951170,Phase 3,30649524
NCT01951170,Phase 3,29244149
NCT01575769,Phase 3,29654485
NCT00720798,Phase 3,27909081
NCT01791153,Phase 3,30786937
NCT01791153,Phase 3,28745999
NCT01791153,Phase 3,30835950
NCT01491815,Phase 4,33268527
NCT01491815,Phase 4,28376912
NCT04372186,Phase 3,33332779
NCT02678988,Phase 1,31043095
NCT01455701,Phase 1,31438986
NCT01941940,Phase 3,30649524
NCT01941940,Phase 3,29244149
NCT01194414,Phase 3,27747585
NCT01194414,Phase 3,26056119
NCT00109408,Phase 3,28955499
NCT00109408,Phase 3,27909081
NCT00109408,Phase 3,22491018
NCT00106522,Phase 3,22753773
NCT00106522,Phase 3,22397953
NCT00106522,Phase 3,27889300
NCT00106522,Phase 3,24429164
NCT00106548,Phase 3,29955380
NCT00106548,Phase 3,24429164
NCT00106548,Phase 3,22491018
NCT00106548,Phase 3,20039425
NCT00106535,Phase 3,32811969
NCT00106535,Phase 3,27087059
NCT00106535,Phase 3,26787505
NCT00106535,Phase 3,23945134
NCT00106535,Phase 3,23322466
NCT00106535,Phase 3,27564431
NCT00106535,Phase 3,24429164
NCT00106535,Phase 3,22491018
NCT00106535,Phase 3,21360490
NCT00106574,Phase 3,27744141
NCT00106574,Phase 3,24429164
NCT00106574,Phase 3,22491018
NCT01987479,Phase 3,30649524
NCT01987479,Phase 3,29244149
NCT00891020,Phase 3,22972745
NCT00988221,Phase 3,24834925
NCT00988221,Phase 3,32912276
NCT00988221,Phase 3,30824645
NCT01331837,Phase 4,31469238
NCT00531817,Phase 3,21949007
NCT00531817,Phase 3,23305631
NCT01044498,Phase 3,24161161
NCT01007435,Phase 3,28389552
NCT01007435,Phase 3,26511996
NCT00810199,Phase 3,25169728
NCT00810199,Phase 3,26037777
NCT01034137,Phase 3,30322408
NCT01034137,Phase 3,29760159
NCT01034137,Phase 3,29095992
NCT01034137,Phase 3,29029185
NCT01034137,Phase 3,28728565
NCT01034137,Phase 3,27287832
NCT01119859,Phase 4,26613768
NCT01119859,Phase 4,25167216
NCT01119859,Phase 4,23515142
NCT01209689,Phase 3,23765873
NCT02046603,Phase 3,31431998
NCT02046603,Phase 3,30649524
NCT02046603,Phase 3,29244149
NCT02001987,Phase 3,30649524
NCT02001987,Phase 3,29244149
NCT01855789,Phase 3,29575803
NCT02453256,Phase 3,32866440
NCT01988012,Phase 3,30649524
NCT01988012,Phase 3,29244149
NCT01163747,Phase 4,24448345
NCT00535782,Phase 3,22491018
NCT01941095,Phase 3,30649524
NCT01941095,Phase 3,29244149
NCT01995201,Phase 3,31087542
NCT01995201,Phase 3,30649524
NCT01995201,Phase 3,29244149
NCT02046616,Phase 3,30649524
NCT02046616,Phase 3,29244149
NCT01532869,Phase 3,29853453
NCT01532869,Phase 3,29066464
NCT01532869,Phase 3,27156934
NCT01532869,Phase 3,29858547
NCT01326962,Phase 3,27236390
NCT01209702,Phase 3,23765873
NCT00642460,Phase 3,32912276
NCT00642460,Phase 3,30824645
NCT00642460,Phase 3,23252525
NCT00642460,Phase 3,25504861
NCT01232569,Phase 3,24942540
NCT02011334,Phase 3,32251060
NCT02011334,Phase 3,30649524
NCT02011334,Phase 3,29244149
NCT01594424,Phase 1|Phase 2,26018350
NCT01662063,Phase 3,27747585
NCT00365001,Phase 1,22373834
NCT00960440,Phase 3,27889300
NCT02321930,Phase 4,32025629
NCT02579811,Phase 2,31427205
NCT00835978,Phase 2,28410911
NCT00920816,Phase 3,28410911
NCT00678392,Phase 3,28410911
NCT00846365,Phase 3,29334491
NCT00818883,Phase 3,22939358
NCT01033071,Phase 3,22710649
NCT02480764,Phase 3,32769878
NCT02203916,Phase 3,29445520
NCT00696436,Phase 3,21282560
NCT02277691,Phase 3,29235365
NCT02451150,Phase 3,30027478
NCT03905135,Phase 1,32508818
NCT02155647,Phase 2,29478343
NCT01772004,Phase 1,32353599
NCT04150562,Phase 2,32508818
NCT01583218,Phase 3,28762617
NCT00171561,Phase 4,23929932
NCT04335786,Phase 4,32512291
NCT01912534,Phase 2,31813281
NCT00555217,Phase 3,24206457
NCT00430508,Phase 3,22114906
NCT00227318,Phase 3,16537662
NCT00098137,Phase 3,22157519
NCT00098137,Phase 3,24016511
NCT00170924,Phase 4,17586303
NCT00962949,Phase 1,22247480
NCT00607672,Phase 4,26494370
NCT00699452,Phase 3,25469804
NCT00607035,Phase 4,22547439
NCT00607035,Phase 4,19667251
NCT01340326,Phase 4,22108275
NCT02676466,Phase 2,30541065
NCT00921570,Phase 4,20430947
NCT01208701,Phase 2,24256611
NCT02344602,Phase 4,28408434
NCT00421733,Phase 2,23787544
NCT01738035,Phase 2,28363480
NCT00438945,Phase 4,21640689
NCT01135212,Phase 3,27161546
NCT01135212,Phase 3,21740078
NCT00605072,Phase 2,23350899
NCT00147264,Phase 3,23731019
NCT00490958,Phase 4,21070920
NCT04355936,Phase 4,32356926
NCT00981526,Phase 4,28851055
NCT00926289,Phase 4,22717420
NCT01917149,Phase 4,28834619
NCT00417222,Phase 3,25637937
NCT00090259,Phase 3,25828348
NCT00090259,Phase 3,25742759
NCT00090259,Phase 3,19922995
NCT00090259,Phase 3,27514751
NCT00763893,Phase 3,26052700
NCT00763893,Phase 3,20619242
NCT01508026,Phase 3,28075064
NCT01508026,Phase 3,24881993
NCT01683084,Phase 4,26081587
NCT01683084,Phase 4,28434702
NCT00360763,Phase 4,21296780
NCT01913470,Phase 2,29992039
NCT00756938,Phase 3,24875194
NCT00732069,Phase 2,26494370
NCT00199927,Phase 3,20671225
NCT01227603,Phase 1,23849325
NCT01968759,Phase 2,31027883
NCT00120003,Phase 3,22627991
NCT00120003,Phase 3,21316752
NCT00120003,Phase 3,20854630
NCT00791830,Phase 3,33115436
NCT00791830,Phase 3,26030651
NCT00791830,Phase 3,23651713
NCT03226340,Phase 4,29925421
NCT00439738,Phase 4,22248871
NCT00439738,Phase 4,20498618
NCT00886353,Phase 1,23681967
NCT00649389,Phase 3,19751459
NCT02010905,Phase 2,29222139
NCT02265861,Early Phase 1,25780518
NCT01643434,Phase 4,24338935
NCT01136564,Phase 2,23889806
NCT00143949,Phase 2,20142543
NCT00143949,Phase 2,19571282
NCT00202618,Phase 4,18716365
NCT00741585,Phase 4,31641769
NCT00153062,Phase 4,22738922
NCT00153062,Phase 4,22267825
NCT00153062,Phase 4,18757238
NCT01434134,Phase 2,29118031
NCT00494715,Phase 3,18776118
NCT03143166,Phase 1,31667735
NCT02572960,Phase 4,29931459
NCT01735890,Phase 1,25034618
NCT02687932,Phase 4,30586756
NCT01806363,Phase 1,27206575
NCT01680198,Phase 3,31863599
NCT01680198,Phase 3,25259743
NCT00141453,Phase 3,21993710
NCT00267943,Phase 3,19191674
NCT00614380,Phase 3,24653513
NCT00151814,Phase 1,22880942
NCT00185159,Phase 3,21388309
NCT00185159,Phase 3,19876613
NCT00185159,Phase 3,24772521
NCT00185159,Phase 3,21150933
NCT00134160,Phase 4,25471234
NCT00134160,Phase 4,24599010
NCT00134160,Phase 4,23051740
NCT00134160,Phase 4,22503610
NCT00134160,Phase 4,19444280
NCT00562952,Phase 2|Phase 3,23810874
NCT00814255,Phase 2,21310077
NCT00683124,Phase 3,19430350
NCT00994617,Phase 4,29151036
NCT00593710,Phase 2,25465809
NCT00701428,Phase 4,27548072
NCT00701428,Phase 4,26414380
NCT01857999,Phase 4,24838894
NCT00097786,Phase 3,28087508
NCT00097786,Phase 3,20228403
NCT00097786,Phase 3,20228402
NCT00097786,Phase 3,25447626
NCT00097786,Phase 3,20184589
NCT00097786,Phase 3,18926145
NCT00790946,Phase 4,22451451
NCT00957554,Phase 3,22853847
NCT00956644,Phase 3,22853848
NCT00095290,Phase 4,17667984
NCT00095238,Phase 3,27317843
NCT00095238,Phase 3,26067854
NCT00095238,Phase 3,24864045
NCT00095238,Phase 3,22267751
NCT00095238,Phase 3,21750125
NCT00095238,Phase 3,21715583
NCT00095238,Phase 3,20231531
NCT00095238,Phase 3,19001508
NCT00095238,Phase 3,31370950
NCT00095238,Phase 3,22887722
NCT00095238,Phase 3,22064591
NCT00095238,Phase 3,21350053
NCT00095238,Phase 3,21068341
NCT01393782,Phase 1,25286986
NCT01115426,Phase 4,22075320
NCT01447654,Phase 2,26661322
NCT01447654,Phase 2,25533774
NCT01545479,Phase 4,22892920
NCT00381134,Phase 2,24408116
NCT00354991,Phase 3,19390542
NCT01088295,Phase 2,23516440
NCT01830530,Phase 4,29886423
NCT00468923,Phase 4,30657891
NCT00468923,Phase 4,26481083
NCT01885559,Phase 3,25399731
NCT00283686,Phase 3,25399733
NCT00283686,Phase 3,25111236
NCT00283686,Phase 3,22205355
NCT00376272,Phase 3,23586654
NCT00376272,Phase 3,19369667
NCT00376272,Phase 3,21926261
NCT00376272,Phase 3,21835301
NCT01071122,Phase 4,26996246
NCT00459771,Phase 3,27348762
NCT02816736,Phase 4,32641226
NCT00940680,Phase 3,22462558
NCT00940667,Phase 3,22136978
NCT00698646,Phase 4,22520932
NCT00367939,Phase 3,19205092
NCT02063100,Phase 4,25480673
NCT00734630,Phase 4,23519546
NCT00865020,Phase 4,23630950
NCT02231125,Phase 4,28395659
NCT01667614,Phase 2,24009294
NCT01552954,Phase 4,26304595
NCT01552954,Phase 4,25531146
NCT01552954,Phase 4,26098847
NCT00663377,Phase 4,20827028
NCT00298714,Phase 4,19628656
NCT00154271,Phase 4,18498915
NCT01011660,Phase 4,22329591
NCT00153101,Phase 4,30919899
NCT00153101,Phase 4,25331850
NCT00153101,Phase 4,22552566
NCT00153101,Phase 4,18707986
NCT00153101,Phase 4,18378520
NCT00153101,Phase 4,24356937
NCT00153101,Phase 4,24191305
NCT00153101,Phase 4,22495138
NCT00153101,Phase 4,20231536
NCT00153101,Phase 4,19451556
NCT01425411,Phase 4,22306782
NCT02871687,Phase 1,32664962
NCT01150461,Phase 2,24621999
NCT00347087,Phase 4,21856022
NCT00419835,Phase 4,20966122
NCT00294775,Phase 3,27085434
NCT00294775,Phase 3,22869821
NCT01907373,Phase 4,25067982
NCT00971165,Phase 3,21349192
NCT00252720,Phase 3,21309844
NCT00252720,Phase 3,19451554
NCT00252720,Phase 3,18823656
NCT00252694,Phase 3,18823658
NCT00252694,Phase 3,21309844
NCT00252694,Phase 3,19451554
NCT00252733,Phase 3,18823656
NCT00252733,Phase 3,21309844
NCT00252733,Phase 3,19451554
NCT00328302,Phase 4,18270751
NCT00129233,Phase 4,20409690
NCT00129233,Phase 4,24035165
NCT00129233,Phase 4,22232134
NCT00429364,Phase 3,29948025
NCT00429364,Phase 3,25405392
NCT00429364,Phase 3,23622922
NCT00933231,Phase 3,30582281
NCT01101009,Phase 4,21586342
NCT01101009,Phase 4,24293132
NCT01502787,Phase 4,23547240
NCT00241124,Phase 4,25259546
NCT02294539,Phase 4,28879040
NCT00430950,Phase 3,22114906
NCT00454662,Phase 4,26066644
NCT00319202,Phase 4,16959033
NCT00922480,Phase 3,21740078
NCT01356017,Phase 1,22721873
NCT01356043,Phase 1,22721873
NCT00430833,Phase 2,19074594
NCT01426529,Phase 1,24191286
NCT02687178,Phase 4,27860389
NCT00634400,Phase 3,29431256
NCT00634400,Phase 3,24874200
NCT00634400,Phase 3,22093207
NCT00139386,Phase 4,26254019
NCT00634712,Phase 3,32387067
NCT00634712,Phase 3,31370950
NCT00634712,Phase 3,29431256
NCT00634309,Phase 3,29431256
NCT00081731,Phase 3,24903387
NCT00081731,Phase 3,24245566
NCT00249795,Phase 3,21388310
NCT00244621,Phase 3,20160654
NCT01805453,Phase 3,30716716
NCT00067990,Phase 4,24457184
NCT00568178,Phase 3,23207876
NCT00568178,Phase 3,22739977
NCT00403481,Phase 4,20085534
NCT00220220,Phase 3,19499960
NCT00295542,Phase 4,26399404
NCT00295542,Phase 4,19407805
NCT01129557,Phase 4,22995802
NCT01375322,Phase 4,22784975
NCT01004237,Phase 4,23863812
NCT00922441,Phase 2,23932463
NCT02079805,Phase 4,30943275
NCT00171028,Phase 3,18591457
NCT00294086,Phase 2,20730060
NCT00426348,Phase 4,24191893
NCT00308347,Phase 3,21632472
NCT00308347,Phase 3,18094675
NCT00308347,Phase 3,18070995
NCT00651235,Phase 2,23321647
NCT00566774,Phase 4,18585494
NCT00168857,Phase 4,18496508
NCT02338843,Phase 3,32609011
NCT02338843,Phase 3,32028998
NCT02338843,Phase 3,30144016
NCT02338843,Phase 3,28528561
NCT02338843,Phase 3,26931475
NCT00400582,Phase 4,29701105
NCT01672476,Phase 3,25092393
NCT00791258,Phase 4,23254596
NCT01578772,Phase 2,27658740
NCT00660309,Phase 4,22002336
NCT00153049,Phase 2,17389151
NCT00624052,Phase 3,24653513
NCT02017639,Phase 1,27722854
NCT01146652,Phase 3,33164349
NCT01061736,Phase 2|Phase 3,31004324
NCT04357808,Phase 2,32907638
NCT01896232,Phase 3,28097356
NCT01785875,Phase 3,30859218
NCT01788046,Phase 3,28097355
NCT03182699,Phase 4,31651370
NCT02833857,Phase 1,32647975
NCT01657162,Phase 3,28160873
NCT01657162,Phase 3,32665529
NCT01657162,Phase 3,32658264
NCT01657162,Phase 3,31674644
NCT01657162,Phase 3,31411768
NCT01657162,Phase 3,29800372
NCT01343004,Phase 3,32658264
NCT01343004,Phase 3,32513495
NCT01343004,Phase 3,31411768
NCT01343004,Phase 3,30359763
NCT01343004,Phase 3,27826127
NCT01343004,Phase 3,27612281
NCT01343004,Phase 3,27533157
NCT01343004,Phase 3,31674644
NCT00542425,Phase 2,25393645
NCT03337477,Phase 2,32149451
NCT02102633,Phase 1,27717999
NCT01865747,Phase 3,29719414
NCT02404870,Phase 1,29669938
NCT02445248,Phase 2,32448949
NCT02445248,Phase 2,32271899
NCT02445248,Phase 2,32045475
NCT02445248,Phase 2,31332046
NCT01626495,Phase 1|Phase 2,27632680
NCT01626495,Phase 1|Phase 2,25317870
NCT02435849,Phase 2,29385370
NCT01029366,Phase 1,25317870
NCT00558259,Phase 3,24081972
NCT00558259,Phase 3,23425163
NCT01896622,Phase 1,28848011
NCT03086356,Phase 1,32691242
NCT01688830,Phase 1,26088268
NCT01688830,Phase 1,28230262
NCT02028780,Phase 1,30046691
NCT02028780,Phase 1,28230262
NCT00329238,Phase 3,23425163
NCT00329238,Phase 3,27807306
NCT00329238,Phase 3,24081972
NCT01955720,Phase 1,27317414
NCT01955720,Phase 1,28230262
NCT01955720,Phase 1,27150693
NCT02197416,Phase 3,31805182
NCT00844415,Phase 2,27357738
NCT02104947,Phase 3,31582135
NCT02104947,Phase 3,31050868
NCT02104947,Phase 3,30586692
NCT02104947,Phase 3,28693366
NCT02104947,Phase 3,27981865
NCT02104947,Phase 3,26095746
NCT02104947,Phase 3,26020620
NCT02815670,Phase 3,30046708
NCT00168805,Phase 3,22709460
NCT00168805,Phase 3,22995531
NCT00808067,Phase 3,23770747
NCT00818753,Phase 2,23182947
NCT00262600,Phase 3,32385506
NCT00262600,Phase 3,31046423
NCT00262600,Phase 3,30012318
NCT00262600,Phase 3,28520924
NCT00262600,Phase 3,28213368
NCT00262600,Phase 3,27496855
NCT00262600,Phase 3,26093161
NCT00262600,Phase 3,26065986
NCT00262600,Phase 3,24323795
NCT00262600,Phase 3,24081972
NCT00262600,Phase 3,24076487
NCT00262600,Phase 3,24016454
NCT00262600,Phase 3,23770182
NCT00262600,Phase 3,23743976
NCT00262600,Phase 3,23467860
NCT00262600,Phase 3,23271794
NCT00262600,Phase 3,22700854
NCT00262600,Phase 3,22084332
NCT00262600,Phase 3,21576658
NCT00262600,Phase 3,21147728
NCT00262600,Phase 3,21059484
NCT00262600,Phase 3,20801496
NCT00262600,Phase 3,19717844
NCT00262600,Phase 3,32984892
NCT00262600,Phase 3,29653640
NCT00262600,Phase 3,29069359
NCT00262600,Phase 3,27056738
NCT00262600,Phase 3,26818781
NCT00262600,Phase 3,26678637
NCT00262600,Phase 3,23103906
NCT00262600,Phase 3,22215856
NCT00262600,Phase 3,21200007
NCT00262600,Phase 3,19376304
NCT00680186,Phase 3,24344086
NCT00680186,Phase 3,27807306
NCT00680186,Phase 3,24081972
NCT01895777,Phase 3,33290737
NCT01895777,Phase 3,31805182
NCT01895777,Phase 3,30046738
NCT01661101,Phase 3,29900874
NCT01505881,Phase 2,23991661
NCT00291330,Phase 3,27807306
NCT00291330,Phase 3,19966341
NCT00291330,Phase 3,24344086
NCT00291330,Phase 3,24081972
NCT01868243,Phase 2|Phase 3,26892845
NCT01868243,Phase 2|Phase 3,24691436
NCT01769703,Phase 2,26304866
NCT02295826,Phase 2,32098609
NCT02295826,Phase 2,28585903
NCT00152971,Phase 3,22709460
NCT01452347,Phase 2,23991661
NCT00168818,Phase 3,17869635
NCT00168818,Phase 3,26578849
NCT00168818,Phase 3,22995531
NCT00168818,Phase 3,22709460
NCT02239120,Phase 3,31091372
NCT02239120,Phase 3,32404035
NCT00657150,Phase 3,26578849
NCT00657150,Phase 3,21225098
NCT02872649,Phase 2,28500254
NCT03070171,Phase 1,31667735
NCT01590823,Phase 1,24846496
NCT02568397,Phase 1,31853995
NCT02913326,Phase 3,32972315
NCT02913326,Phase 3,31479105
NCT02913326,Phase 3,29775170
NCT03036124,Phase 3,31309699
NCT02547935,Phase 2|Phase 3,30992195
NCT00926380,Phase 2,24420643
NCT02156960,Phase 4,26666998
NCT00815516,Phase 3,29596222
NCT00628719,Phase 3,20147716
NCT01945281,Phase 2,31586424
NCT02007434,Phase 3,27787269
NCT01426373,Phase 3,31524342
NCT02207257,Phase 2,26843482
NCT03551743,Phase 2,32092140
NCT01826266,Phase 1,26843482
NCT02942576,Phase 3,29663464
NCT00358150,Phase 2,20439622
NCT01919801,Phase 3,27261237
NCT01154361,Phase 2,25629740
NCT00094653,Phase 3,26934345
NCT00836407,Phase 1,29997287
NCT01302496,Phase 2,32114500
